,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
887,bracelet,bracelet,earring,ring,,,,,,,,,,,,,,,,,
888,bottle,chip,bottle,chip,bottle,chip,bottle,chip,,,,,,,,,,,,,
889,bracelet,bag charm,charm,,,,,,,,,,,,,,,,,,
890,tower,bracelet,,,,,,,,,,,,,,,,,,,
891,charm,bracelet,,,,,,,,,,,,,,,,,,,
892,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
893,tumble,tumble,tumble,tumble,,,,,,,,,,,,,,,,,
894,tumble,tumble,tumble,tumble,tumble,tumble,tumble,tumble,,,,,,,,,,,,,
895,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
896,bracelet,tree,,,,,,,,,,,,,,,,,,,
897,lamp,tower,,,,,,,,,,,,,,,,,,,
898,necklace,necklace,tree,,,,,,,,,,,,,,,,,,
899,tree,bracelet,,,,,,,,,,,,,,,,,,,
900,bracelet,bag charm,charm,,,,,,,,,,,,,,,,,,
901,bottle,chip,bottle,chip,bottle,chip,,,,,,,,,,,,,,,
902,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
903,bottle,chip,bottle,chip,,,,,,,,,,,,,,,,,
904,necklace,solitaire,bracelet,,,,,,,,,,,,,,,,,,
905,earring,ring,kit,,,,,,,,,,,,,,,,,,
906,bracelet,bracelet,charm,,,,,,,,,,,,,,,,,,
907,tumble,tumble,,,,,,,,,,,,,,,,,,,
908,necklace,bracelet,bracelet,,,,,,,,,,,,,,,,,,
909,charm,bracelet,pendant,,,,,,,,,,,,,,,,,,
910,necklace,solitaire,bracelet,,,,,,,,,,,,,,,,,,
911,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
912,bracelet,ring,,,,,,,,,,,,,,,,,,,
913,ring,bracelet,,,,,,,,,,,,,,,,,,,
914,bracelet,charm,ring,,,,,,,,,,,,,,,,,,
915,bracelet,tumble,tumble,,,,,,,,,,,,,,,,,,
916,necklace,solitaire,bracelet,,,,,,,,,,,,,,,,,,
917,necklace,necklace,,,,,,,,,,,,,,,,,,,
918,tree,bottle,chip,tumble,,,,,,,,,,,,,,,,,
919,necklace,bottle,chip,pointer,tumble,bottle,chip,,,,,,,,,,,,,,
920,tree,bracelet,,,,,,,,,,,,,,,,,,,
921,lamp,tower,tree,,,,,,,,,,,,,,,,,,
922,charm,bottle,chip,pointer,,,,,,,,,,,,,,,,,
923,bottle,chip,bottle,chip,,,,,,,,,,,,,,,,,
924,bottle,chip,bottle,chip,,,,,,,,,,,,,,,,,
925,bottle,chip,bottle,chip,,,,,,,,,,,,,,,,,
926,tree,bottle,chip,bottle,chip,,,,,,,,,,,,,,,,
927,bottle,chip,bottle,chip,,,,,,,,,,,,,,,,,
928,bottle,chip,bottle,chip,bottle,chip,bottle,chip,,,,,,,,,,,,,
929,tree,bracelet,charm,,,,,,,,,,,,,,,,,,
930,bottle,chip,kit,bottle,chip,bottle,chip,bottle,chip,bottle,chip,bottle,chip,,,,,,,,
931,bottle,chip,bottle,chip,bottle,chip,bottle,chip,bottle,chip,bottle,chip,bottle,chip,,,,,,,
932,bottle,chip,bottle,chip,bottle,chip,bottle,chip,bottle,chip,bottle,chip,kit,bottle,chip,,,,,,
933,lamp,tower,bracelet,,,,,,,,,,,,,,,,,,
934,pointer,pointer,,,,,,,,,,,,,,,,,,,
935,kit,bottle,chip,,,,,,,,,,,,,,,,,,
936,necklace,tumble,tumble,,,,,,,,,,,,,,,,,,
937,pointer,pointer,pointer,,,,,,,,,,,,,,,,,,
938,pointer,pointer,,,,,,,,,,,,,,,,,,,
939,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
940,bracelet,tower,,,,,,,,,,,,,,,,,,,
941,tumble,tumble,,,,,,,,,,,,,,,,,,,
942,necklace,kit,,,,,,,,,,,,,,,,,,,
943,tumble,tumble,,,,,,,,,,,,,,,,,,,
944,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
945,necklace,solitaire,ring,,,,,,,,,,,,,,,,,,
946,necklace,bracelet,,,,,,,,,,,,,,,,,,,
947,kit,bracelet,,,,,,,,,,,,,,,,,,,
948,lamp,tower,,,,,,,,,,,,,,,,,,,
949,necklace,solitaire,bracelet,,,,,,,,,,,,,,,,,,
950,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
951,ring,bracelet,lamp,bracelet,,,,,,,,,,,,,,,,,
952,necklace,bottle,chip,,,,,,,,,,,,,,,,,,
953,tower,tree,,,,,,,,,,,,,,,,,,,
954,bracelet,kit,,,,,,,,,,,,,,,,,,,
955,solitaire,necklace,,,,,,,,,,,,,,,,,,,
956,earring,ring,bracelet,bracelet,,,,,,,,,,,,,,,,,
957,necklace,solitaire,bracelet,,,,,,,,,,,,,,,,,,
958,bracelet,kit,,,,,,,,,,,,,,,,,,,
959,bracelet,bracelet,charm,,,,,,,,,,,,,,,,,,
960,bag charm,charm,,,,,,,,,,,,,,,,,,,
961,lamp,tower,pointer,,,,,,,,,,,,,,,,,,
962,bottle,chip,bottle,chip,bottle,chip,,,,,,,,,,,,,,,
963,bracelet,solitaire,,,,,,,,,,,,,,,,,,,
964,bracelet,kit,,,,,,,,,,,,,,,,,,,
965,necklace,earring,ring,,,,,,,,,,,,,,,,,,
966,necklace,necklace,,,,,,,,,,,,,,,,,,,
967,bottle,chip,bottle,chip,bottle,chip,,,,,,,,,,,,,,,
968,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
969,pointer,tumble,pointer,tumble,,,,,,,,,,,,,,,,,
970,pointer,pointer,tumble,pointer,,,,,,,,,,,,,,,,,
971,hedgehog,lamp,tower,,,,,,,,,,,,,,,,,,
972,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
973,lamp,tower,,,,,,,,,,,,,,,,,,,
974,necklace,solitaire,,,,,,,,,,,,,,,,,,,
975,necklace,ring,,,,,,,,,,,,,,,,,,,
976,pointer,kit,,,,,,,,,,,,,,,,,,,
977,bag charm,charm,,,,,,,,,,,,,,,,,,,
978,kit,pointer,bottle,chip,bottle,chip,bottle,chip,bottle,chip,,,,,,,,,,,
979,bottle,chip,bottle,chip,tree,,,,,,,,,,,,,,,,
980,necklace,solitaire,sphere,,,,,,,,,,,,,,,,,,
981,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
982,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
983,bracelet,tower,bag charm,charm,,,,,,,,,,,,,,,,,
984,ring,earring,ring,ring,solitaire,,,,,,,,,,,,,,,,
985,earring,ring,ring,solitaire,,,,,,,,,,,,,,,,,
986,necklace,solitaire,bracelet,,,,,,,,,,,,,,,,,,
987,earring,ring,tree,,,,,,,,,,,,,,,,,,
988,earring,ring,tree,,,,,,,,,,,,,,,,,,
989,earring,ring,,,,,,,,,,,,,,,,,,,
990,bracelet,earring,ring,,,,,,,,,,,,,,,,,,
991,bottle,chip,bottle,chip,,,,,,,,,,,,,,,,,
992,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
993,necklace,solitaire,bracelet,,,,,,,,,,,,,,,,,,
994,kit,earring,ring,,,,,,,,,,,,,,,,,,
995,bracelet,lamp,tower,bracelet,,,,,,,,,,,,,,,,,
996,necklace,bracelet,,,,,,,,,,,,,,,,,,,
997,lamp,tower,bracelet,,,,,,,,,,,,,,,,,,
998,bracelet,ring,ring,solitaire,,,,,,,,,,,,,,,,,
999,ring,solitaire,,,,,,,,,,,,,,,,,,,
1000,pointer,pointer,,,,,,,,,,,,,,,,,,,
1001,necklace,ring,,,,,,,,,,,,,,,,,,,
1002,bottle,chip,,,,,,,,,,,,,,,,,,,
1003,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1004,ring,ring,solitaire,,,,,,,,,,,,,,,,,,
1005,bracelet,necklace,bag charm,charm,bag charm,charm,,,,,,,,,,,,,,,
1006,bracelet,tree,earring,ring,,,,,,,,,,,,,,,,,
1007,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1008,bracelet,solitaire,,,,,,,,,,,,,,,,,,,
1009,bottle,chip,,,,,,,,,,,,,,,,,,,
1010,tree,pointer,,,,,,,,,,,,,,,,,,,
1011,lamp,tower,bracelet,,,,,,,,,,,,,,,,,,
1012,bracelet,charm,kit,ring,solitaire,,,,,,,,,,,,,,,,
1013,charm,bracelet,bracelet,,,,,,,,,,,,,,,,,,
1014,necklace,solitaire,bracelet,,,,,,,,,,,,,,,,,,
1015,necklace,solitaire,,,,,,,,,,,,,,,,,,,
1016,tree,bottle,,,,,,,,,,,,,,,,,,,
1017,bracelet,bottle,,,,,,,,,,,,,,,,,,,
1018,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1019,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1020,lamp,bracelet,,,,,,,,,,,,,,,,,,,
1021,necklace,solitaire,,,,,,,,,,,,,,,,,,,
1022,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1023,tree,bracelet,,,,,,,,,,,,,,,,,,,
1024,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1025,bracelet,charm,kit,bracelet,charm,ring,solitaire,,,,,,,,,,,,,,
1026,bottle,chip,,,,,,,,,,,,,,,,,,,
1027,lamp,tree,bracelet,charm,,,,,,,,,,,,,,,,,
1028,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1029,necklace,solitaire,bottle,,,,,,,,,,,,,,,,,,
1030,bracelet,tower,,,,,,,,,,,,,,,,,,,
1031,bracelet,tower,bottle,chip,,,,,,,,,,,,,,,,,
1032,pointer,bracelet,,,,,,,,,,,,,,,,,,,
1033,bracelet,kit,bottle,,,,,,,,,,,,,,,,,,
1034,ring,ring,solitaire,,,,,,,,,,,,,,,,,,
1035,kit,pointer,,,,,,,,,,,,,,,,,,,
1036,ring,ring,solitaire,,,,,,,,,,,,,,,,,,
1037,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1038,bracelet,bottle,,,,,,,,,,,,,,,,,,,
1039,necklace,bottle,chip,bracelet,bottle,bottle,chip,,,,,,,,,,,,,,
1040,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1041,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1042,necklace,bracelet,,,,,,,,,,,,,,,,,,,
1043,bracelet,charm,bottle,,,,,,,,,,,,,,,,,,
1044,solitaire,bottle,chip,,,,,,,,,,,,,,,,,,
1045,necklace,necklace,,,,,,,,,,,,,,,,,,,
1046,bracelet,bracelet,bracelet,,,,,,,,,,,,,,,,,,
1047,necklace,charm,necklace,bag charm,charm,,,,,,,,,,,,,,,,
1048,bracelet,tree,,,,,,,,,,,,,,,,,,,
1049,tree,bottle,bottle,chip,ring,solitaire,,,,,,,,,,,,,,,
1050,necklace,bracelet,charm,bottle,,,,,,,,,,,,,,,,,
1051,necklace,bracelet,,,,,,,,,,,,,,,,,,,
1052,bracelet,ring,solitaire,,,,,,,,,,,,,,,,,,
1053,ring,necklace,,,,,,,,,,,,,,,,,,,
1054,bracelet,ring,,,,,,,,,,,,,,,,,,,
1055,bag charm,charm,,,,,,,,,,,,,,,,,,,
1056,bracelet,ring,solitaire,,,,,,,,,,,,,,,,,,
1057,ring,solitaire,,,,,,,,,,,,,,,,,,,
1058,ring,solitaire,,,,,,,,,,,,,,,,,,,
1059,lamp,tower,,,,,,,,,,,,,,,,,,,
1060,ring,ring,solitaire,,,,,,,,,,,,,,,,,,
1061,ring,bottle,,,,,,,,,,,,,,,,,,,
1062,ring,tree,,,,,,,,,,,,,,,,,,,
1063,lamp,tower,ring,tree,,,,,,,,,,,,,,,,,
1064,bracelet,ring,solitaire,,,,,,,,,,,,,,,,,,
1065,necklace,solitaire,necklace,earring,ring,,,,,,,,,,,,,,,,
1066,hedgehog,bottle,bracelet,,,,,,,,,,,,,,,,,,
1067,ring,bag charm,charm,,,,,,,,,,,,,,,,,,
1068,ring,tree,ring,solitaire,,,,,,,,,,,,,,,,,
1069,bag charm,charm,,,,,,,,,,,,,,,,,,,
1070,necklace,necklace,tower,,,,,,,,,,,,,,,,,,
1071,ring,ring,solitaire,,,,,,,,,,,,,,,,,,
1072,bracelet,ring,ring,,,,,,,,,,,,,,,,,,
1073,earring,ring,,,,,,,,,,,,,,,,,,,
1074,ring,ring,solitaire,,,,,,,,,,,,,,,,,,
1075,necklace,bracelet,,,,,,,,,,,,,,,,,,,
1076,hedgehog,tree,,,,,,,,,,,,,,,,,,,
1077,necklace,bottle,,,,,,,,,,,,,,,,,,,
1078,kit,necklace,necklace,,,,,,,,,,,,,,,,,,
1079,necklace,solitaire,necklace,,,,,,,,,,,,,,,,,,
1080,bottle,bottle,chip,,,,,,,,,,,,,,,,,,
1081,tumble,bottle,,,,,,,,,,,,,,,,,,,
1082,bracelet,charm,,,,,,,,,,,,,,,,,,,
1083,lamp,tower,,,,,,,,,,,,,,,,,,,
1084,lamp,tower,lamp,,,,,,,,,,,,,,,,,,
1085,tree,pointer,pointer,,,,,,,,,,,,,,,,,,
1086,bracelet,bottle,chip,,,,,,,,,,,,,,,,,,
1087,earring,ring,,,,,,,,,,,,,,,,,,,
1088,bottle,chip,bracelet,,,,,,,,,,,,,,,,,,
1089,bracelet,necklace,solitaire,,,,,,,,,,,,,,,,,,
1090,bracelet,necklace,,,,,,,,,,,,,,,,,,,
1091,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1092,bottle,chip,tree,,,,,,,,,,,,,,,,,,
1093,bottle,chip,bracelet,,,,,,,,,,,,,,,,,,
1094,bracelet,bracelet,earring,ring,,,,,,,,,,,,,,,,,
1095,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1096,bottle,chip,,,,,,,,,,,,,,,,,,,
1097,bottle,chip,necklace,,,,,,,,,,,,,,,,,,
1098,bracelet,pendant,,,,,,,,,,,,,,,,,,,
1099,bottle,chip,bracelet,tree,bracelet,,,,,,,,,,,,,,,,
1100,bottle,chip,,,,,,,,,,,,,,,,,,,
1101,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1102,bottle,chip,pointer,,,,,,,,,,,,,,,,,,
1103,earring,ring,,,,,,,,,,,,,,,,,,,
1104,bottle,chip,pointer,,,,,,,,,,,,,,,,,,
1105,bottle,chip,pointer,,,,,,,,,,,,,,,,,,
1106,bottle,chip,bottle,,,,,,,,,,,,,,,,,,
1107,bottle,chip,,,,,,,,,,,,,,,,,,,
1108,lamp,tower,bracelet,necklace,,,,,,,,,,,,,,,,,
1109,bottle,chip,bracelet,,,,,,,,,,,,,,,,,,
1110,bracelet,bottle,chip,,,,,,,,,,,,,,,,,,
1111,bottle,chip,,,,,,,,,,,,,,,,,,,
1112,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1113,lamp,bottle,chip,,,,,,,,,,,,,,,,,,
1114,bottle,chip,tree,bracelet,bottle,chip,bracelet,,,,,,,,,,,,,,
1115,bottle,chip,pendant,,,,,,,,,,,,,,,,,,
1116,bracelet,tower,ring,earring,ring,,,,,,,,,,,,,,,,
1117,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1118,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1119,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1120,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1121,bracelet,bracelet,bottle,chip,bracelet,,,,,,,,,,,,,,,,
1122,bracelet,necklace,,,,,,,,,,,,,,,,,,,
1123,tree,bottle,chip,,,,,,,,,,,,,,,,,,
1124,bottle,chip,bottle,chip,,,,,,,,,,,,,,,,,
1125,necklace,solitaire,bottle,chip,bottle,chip,bottle,chip,,,,,,,,,,,,,
1126,bracelet,pendant,,,,,,,,,,,,,,,,,,,
1127,necklace,solitaire,necklace,,,,,,,,,,,,,,,,,,
1128,necklace,solitaire,solitaire,,,,,,,,,,,,,,,,,,
1129,bracelet,necklace,,,,,,,,,,,,,,,,,,,
1130,bracelet,tree,,,,,,,,,,,,,,,,,,,
1131,earring,ring,bottle,chip,,,,,,,,,,,,,,,,,
1132,bracelet,bottle,bottle,chip,,,,,,,,,,,,,,,,,
1133,earring,ring,lamp,pendant,bottle,bottle,chip,,,,,,,,,,,,,,
1134,bottle,bottle,chip,,,,,,,,,,,,,,,,,,
1135,ring,bottle,bottle,chip,,,,,,,,,,,,,,,,,
1136,bracelet,bracelet,bottle,bottle,chip,,,,,,,,,,,,,,,,
1137,ring,pendant,,,,,,,,,,,,,,,,,,,
1138,bracelet,bottle,pointer,,,,,,,,,,,,,,,,,,
1139,bottle,bottle,chip,kit,,,,,,,,,,,,,,,,,
1140,bottle,bottle,chip,,,,,,,,,,,,,,,,,,
1141,tree,bottle,,,,,,,,,,,,,,,,,,,
1142,bottle,bottle,chip,,,,,,,,,,,,,,,,,,
1143,bracelet,bottle,chip,,,,,,,,,,,,,,,,,,
1144,bottle,bottle,chip,,,,,,,,,,,,,,,,,,
1145,bottle,pointer,,,,,,,,,,,,,,,,,,,
1146,bottle,bottle,chip,,,,,,,,,,,,,,,,,,
1147,necklace,bottle,bottle,chip,,,,,,,,,,,,,,,,,
1148,bottle,bottle,chip,,,,,,,,,,,,,,,,,,
1149,bracelet,bottle,bottle,chip,,,,,,,,,,,,,,,,,
1150,bracelet,kit,,,,,,,,,,,,,,,,,,,
1151,sphere,bottle,,,,,,,,,,,,,,,,,,,
1152,bracelet,earring,ring,,,,,,,,,,,,,,,,,,
1153,bracelet,lamp,bracelet,,,,,,,,,,,,,,,,,,
1154,bottle,bottle,chip,,,,,,,,,,,,,,,,,,
1155,tree,kit,bottle,,,,,,,,,,,,,,,,,,
1156,bottle,bottle,chip,,,,,,,,,,,,,,,,,,
1157,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1158,ring,bottle,chip,,,,,,,,,,,,,,,,,,
1159,pendant,bottle,bottle,chip,,,,,,,,,,,,,,,,,
1160,necklace,solitaire,pendant,,,,,,,,,,,,,,,,,,
1161,earring,ring,,,,,,,,,,,,,,,,,,,
1162,bottle,bottle,chip,,,,,,,,,,,,,,,,,,
1163,tree,bottle,,,,,,,,,,,,,,,,,,,
1164,pendant,bracelet,,,,,,,,,,,,,,,,,,,
1165,bottle,bottle,chip,,,,,,,,,,,,,,,,,,
1166,bracelet,bottle,,,,,,,,,,,,,,,,,,,
1167,bracelet,bottle,bottle,chip,,,,,,,,,,,,,,,,,
1168,earring,ring,earring,ring,,,,,,,,,,,,,,,,,
1169,ring,earring,ring,bottle,,,,,,,,,,,,,,,,,
1170,earring,ring,,,,,,,,,,,,,,,,,,,
1171,bracelet,pixiu,bracelet,pixiu,,,,,,,,,,,,,,,,,
1172,bracelet,bracelet,bracelet,,,,,,,,,,,,,,,,,,
1173,necklace,kit,,,,,,,,,,,,,,,,,,,
1174,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1175,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1176,bracelet,bottle,chip,,,,,,,,,,,,,,,,,,
1177,necklace,solitaire,,,,,,,,,,,,,,,,,,,
1178,bracelet,bottle,chip,,,,,,,,,,,,,,,,,,
1179,sphere,bottle,chip,,,,,,,,,,,,,,,,,,
1180,bottle,chip,,,,,,,,,,,,,,,,,,,
1181,tower,bottle,bottle,chip,,,,,,,,,,,,,,,,,
1182,tree,bottle,chip,,,,,,,,,,,,,,,,,,
1183,bag charm,charm,bottle,chip,,,,,,,,,,,,,,,,,
1184,tumble,bottle,chip,,,,,,,,,,,,,,,,,,
1185,bottle,chip,,,,,,,,,,,,,,,,,,,
1186,bottle,chip,,,,,,,,,,,,,,,,,,,
1187,bottle,chip,,,,,,,,,,,,,,,,,,,
1188,bottle,chip,,,,,,,,,,,,,,,,,,,
1189,bottle,chip,,,,,,,,,,,,,,,,,,,
1190,necklace,lamp,,,,,,,,,,,,,,,,,,,
1191,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1192,bracelet,pouch,,,,,,,,,,,,,,,,,,,
1193,necklace,solitaire,bracelet,,,,,,,,,,,,,,,,,,
1194,bracelet,charm,,,,,,,,,,,,,,,,,,,
1195,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1196,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1197,earring,ring,,,,,,,,,,,,,,,,,,,
1198,pointer,sphere,,,,,,,,,,,,,,,,,,,
1199,tumble,tumble,,,,,,,,,,,,,,,,,,,
1200,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1201,pointer,pointer,pointer,,,,,,,,,,,,,,,,,,
1202,bracelet,tumble,tumble,,,,,,,,,,,,,,,,,,
1203,tower,pointer,pointer,pointer,,,,,,,,,,,,,,,,,
1204,sphere,pointer,,,,,,,,,,,,,,,,,,,
1205,earring,ring,bracelet,,,,,,,,,,,,,,,,,,
1206,bracelet,bracelet,bracelet,pointer,,,,,,,,,,,,,,,,,
1207,bracelet,bracelet,pointer,bracelet,,,,,,,,,,,,,,,,,
1208,tower,lamp,pointer,tumble,,,,,,,,,,,,,,,,,
1209,necklace,bracelet,,,,,,,,,,,,,,,,,,,
1210,tumble,sphere,tumble,,,,,,,,,,,,,,,,,,
1211,bracelet,tumble,bracelet,,,,,,,,,,,,,,,,,,
1212,lamp,pointer,pointer,pointer,,,,,,,,,,,,,,,,,
1213,pointer,pointer,pointer,bottle,bracelet,,,,,,,,,,,,,,,,
1214,necklace,bracelet,bracelet,,,,,,,,,,,,,,,,,,
1215,tower,pointer,,,,,,,,,,,,,,,,,,,
1216,bracelet,bracelet,bracelet,sphere,pointer,bracelet,,,,,,,,,,,,,,,
1217,bracelet,bracelet,tumble,,,,,,,,,,,,,,,,,,
1218,pointer,pointer,pointer,,,,,,,,,,,,,,,,,,
1219,lamp,tumble,pointer,,,,,,,,,,,,,,,,,,
1220,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1221,pointer,sphere,,,,,,,,,,,,,,,,,,,
1222,tower,lamp,bracelet,earring,ring,,,,,,,,,,,,,,,,
1223,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1224,pointer,sphere,pointer,pointer,,,,,,,,,,,,,,,,,
1225,necklace,bracelet,,,,,,,,,,,,,,,,,,,
1226,ring,tree,,,,,,,,,,,,,,,,,,,
1227,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1228,bracelet,bracelet,bracelet,bracelet,,,,,,,,,,,,,,,,,
1229,bracelet,bracelet,bracelet,,,,,,,,,,,,,,,,,,
1230,necklace,bracelet,,,,,,,,,,,,,,,,,,,
1231,bracelet,bracelet,bracelet,,,,,,,,,,,,,,,,,,
1232,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1233,necklace,necklace,bracelet,,,,,,,,,,,,,,,,,,
1234,earring,ring,,,,,,,,,,,,,,,,,,,
1235,necklace,necklace,,,,,,,,,,,,,,,,,,,
1236,earring,ring,bracelet,bracelet,charm,,,,,,,,,,,,,,,,
1237,necklace,solitaire,,,,,,,,,,,,,,,,,,,
1238,tree,bottle,,,,,,,,,,,,,,,,,,,
1239,bracelet,bracelet,bracelet,,,,,,,,,,,,,,,,,,
1240,necklace,bracelet,,,,,,,,,,,,,,,,,,,
1241,necklace,necklace,ring,tree,,,,,,,,,,,,,,,,,
1242,necklace,solitaire,bracelet,,,,,,,,,,,,,,,,,,
1243,ring,bracelet,,,,,,,,,,,,,,,,,,,
1244,bracelet,bottle,,,,,,,,,,,,,,,,,,,
1245,bottle,bracelet,,,,,,,,,,,,,,,,,,,
1246,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1247,bracelet,bottle,,,,,,,,,,,,,,,,,,,
1248,tree,bottle,bracelet,,,,,,,,,,,,,,,,,,
1249,bracelet,earring,ring,,,,,,,,,,,,,,,,,,
1250,necklace,earring,ring,,,,,,,,,,,,,,,,,,
1251,necklace,bracelet,,,,,,,,,,,,,,,,,,,
1252,earring,ring,bottle,bracelet,,,,,,,,,,,,,,,,,
1253,bracelet,bottle,,,,,,,,,,,,,,,,,,,
1254,ring,bottle,tumble,,,,,,,,,,,,,,,,,,
1255,tower,bottle,,,,,,,,,,,,,,,,,,,
1256,bracelet,charm,ring,bracelet,,,,,,,,,,,,,,,,,
1257,bracelet,bottle,,,,,,,,,,,,,,,,,,,
1258,bracelet,bottle,bracelet,,,,,,,,,,,,,,,,,,
1259,lamp,bottle,,,,,,,,,,,,,,,,,,,
1260,ring,pixiu,bracelet,,,,,,,,,,,,,,,,,,
1261,ring,bottle,bracelet,,,,,,,,,,,,,,,,,,
1262,bottle,bracelet,,,,,,,,,,,,,,,,,,,
1263,bottle,bracelet,,,,,,,,,,,,,,,,,,,
1264,tree,bottle,,,,,,,,,,,,,,,,,,,
1265,earring,ring,tree,,,,,,,,,,,,,,,,,,
1266,ring,bottle,,,,,,,,,,,,,,,,,,,
1267,bottle,tower,,,,,,,,,,,,,,,,,,,
1268,tower,earring,ring,bottle,,,,,,,,,,,,,,,,,
1269,lamp,bottle,bracelet,,,,,,,,,,,,,,,,,,
1270,tree,bottle,bracelet,,,,,,,,,,,,,,,,,,
1271,earring,ring,bottle,bracelet,bracelet,,,,,,,,,,,,,,,,
1272,lamp,earring,ring,tree,bracelet,earring,ring,bottle,bracelet,,,,,,,,,,,,
1273,necklace,tree,bottle,,,,,,,,,,,,,,,,,,
1274,bottle,bracelet,,,,,,,,,,,,,,,,,,,
1275,tree,bracelet,bottle,bracelet,bracelet,,,,,,,,,,,,,,,,
1276,ring,bracelet,,,,,,,,,,,,,,,,,,,
1277,necklace,earring,ring,bottle,,,,,,,,,,,,,,,,,
1278,ring,pixiu,bracelet,,,,,,,,,,,,,,,,,,
1279,bracelet,bracelet,bottle,,,,,,,,,,,,,,,,,,
1280,tree,bottle,,,,,,,,,,,,,,,,,,,
1281,tower,bottle,,,,,,,,,,,,,,,,,,,
1282,bottle,bracelet,,,,,,,,,,,,,,,,,,,
1283,ring,tree,bottle,,,,,,,,,,,,,,,,,,
1284,bottle,bracelet,,,,,,,,,,,,,,,,,,,
1285,ring,earring,ring,,,,,,,,,,,,,,,,,,
1286,bottle,bracelet,,,,,,,,,,,,,,,,,,,
1287,bracelet,bottle,,,,,,,,,,,,,,,,,,,
1288,bracelet,tree,earring,ring,bracelet,,,,,,,,,,,,,,,,
1289,bottle,tumble,,,,,,,,,,,,,,,,,,,
1290,ring,tree,bottle,bracelet,bracelet,,,,,,,,,,,,,,,,
1291,bottle,bracelet,,,,,,,,,,,,,,,,,,,
1292,tree,bottle,,,,,,,,,,,,,,,,,,,
1293,tree,bottle,,,,,,,,,,,,,,,,,,,
1294,necklace,tree,earring,ring,,,,,,,,,,,,,,,,,
1295,tree,bottle,,,,,,,,,,,,,,,,,,,
1296,tree,bottle,,,,,,,,,,,,,,,,,,,
1297,tree,bottle,,,,,,,,,,,,,,,,,,,
1298,earring,ring,,,,,,,,,,,,,,,,,,,
1299,earring,ring,bottle,,,,,,,,,,,,,,,,,,
1300,necklace,bottle,,,,,,,,,,,,,,,,,,,
1301,ring,bottle,bracelet,,,,,,,,,,,,,,,,,,
1302,bracelet,bottle,bracelet,pixiu,,,,,,,,,,,,,,,,,
1303,necklace,earring,ring,,,,,,,,,,,,,,,,,,
1304,earring,ring,,,,,,,,,,,,,,,,,,,
1305,tree,bottle,,,,,,,,,,,,,,,,,,,
1306,tree,bottle,,,,,,,,,,,,,,,,,,,
1307,bottle,bracelet,,,,,,,,,,,,,,,,,,,
1308,earring,ring,,,,,,,,,,,,,,,,,,,
1309,earring,ring,,,,,,,,,,,,,,,,,,,
1310,bracelet,tower,necklace,solitaire,,,,,,,,,,,,,,,,,
1311,bracelet,tree,,,,,,,,,,,,,,,,,,,
1312,necklace,necklace,,,,,,,,,,,,,,,,,,,
1313,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1314,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
1315,bracelet,bracelet,,,,,,,,,,,,,,,,,,,
